date,title,duration,views,likes,comments
2022-02-09 22:20:34+00:00,This Is The Closest GM GOLF Match Ever | 18 Hole 2v2 | Part 2,1404,249950,7190,307
2021-06-27 00:03:35+00:00,GM GOLF | Saturday Match #1 | Garrett VS Grant 9 Holes Match Play,1999,223254,9169,560
2021-11-14 01:35:32+00:00,Playing a D1 Golf Course In Tournament Conditions | Saturday Match #20,1481,166862,4862,259
2021-09-16 15:58:36+00:00,GM GOLF | 18 Hole Stroke Play | Garrett VS Grant | Part 1,1569,163196,6310,349
2022-01-30 02:02:46+00:00,Playing a Tiger Woods Designed Golf Course | Saturday Match #28,1357,239101,6792,261
2021-09-02 23:28:13+00:00,"GM GOLF | 3 Person Scramble | Claire, Grant & I Take It Low?!",1019,363753,9413,512
2019-06-13 00:09:11+00:00,I Played a Match Against Two 18 Handicap Golfers... This is what happened,887,120045,1567,161
2021-08-26 20:37:15+00:00,GM GOLF | We Played a 4 Man Worst Ball Scramble… What Can We Score?,1026,207419,5904,250
2020-06-03 20:00:16+00:00,The Random Golf Ball Challenge | GM GOLF,1671,224659,3832,319
2019-10-09 20:59:19+00:00,Dick's Sporting Goods Golf Challenge ($50 Budget) GM GOLF,893,219884,4191,505
2018-09-25 01:27:06+00:00,Golf is Frustrating Sometimes - 3rd College Tournament (Round 1) - GM GOLF,426,36430,621,68
2021-03-30 18:28:01+00:00,I Got A Brand New DRIVER!,601,141944,5384,397
2020-09-05 17:00:19+00:00,What’s In My GOLF BAG | FULL RANGE SESSION | GM GOLF,828,209587,6562,527
2021-11-09 21:44:37+00:00,We Created Our Perfect Golfer,649,130008,4208,345
2021-07-03 02:44:09+00:00,Crazy 2v2v2 Best Ball At The Nicest Golf Course I've Played! | The Tivo Classic Final Round,2567,470300,7804,590
2021-06-25 19:44:08+00:00,We Challenged 2 Former D1 Golfers To a Match… Who Won?!,1700,298851,7321,506
2022-02-13 05:04:46+00:00,We Played A PGA Tour Course In Pro Conditions | The Stadium Course | Saturday Match #29,1743,560406,11206,656
2021-07-20 20:59:44+00:00,Playing The Hardest Golf Holes On The PGA TOUR?! | Worst Ball Scramble,783,189045,8214,229
2022-02-12 02:19:49+00:00,We Played The Most Famous Holes In Golf,864,319837,9644,618
2020-08-10 20:49:56+00:00,Road To Pro Episode #1 | Pure Ball Flights *Lit Range*,605,212126,8850,730
2020-10-04 22:00:12+00:00,Most Pure Golf Course In Mexico?!? | TPC Danzante Bay | Sunday Match #39,2084,292773,17035,677
2021-05-24 00:00:18+00:00,Can I Take My First Lead In The Sunday Matches?! | Sunday Match #13,1355,210516,6935,828
2020-05-05 19:46:52+00:00,The One Club Per Hole Challenge | GM GOLF,2188,506519,7135,399
2021-09-04 18:31:13+00:00,EAGLE HOLE OUT?!? | Saturday Match #11| GM GOLF,1498,200833,10353,577
2021-11-05 16:03:33+00:00,18 Holes Of Golf In The Bahamas | CRAZY FINISH | GM GOLF,914,98101,4656,268
2021-01-11 01:03:19+00:00,GM GOLF | Playing a FULL Lit 18 Hole Course | Holes 1-6,845,131046,4435,467
2021-08-19 17:45:47+00:00,GM GOLF | Our BEST 4 Man Scramble Yet?!? | How Low Can We Score?,1664,253744,7159,416
2022-02-03 01:53:23+00:00,We Flew To Dubai & Played In a European Tour Pro Am Event | GM GOLF,1841,1010865,21871,839
2021-08-14 18:43:02+00:00,Can Grant Win 3 Matches In a Row?!? | Saturday Match #8,1754,159497,4855,262
2020-10-26 21:12:25+00:00,EPIC Hole In One Challenge In Good Good House Backyard,705,163870,5588,263
2020-12-22 00:00:04+00:00,I Challenged A Korn Ferry TOUR Pro Golfer To A Match... Who Won?!,1131,210993,5937,557
2021-06-22 21:47:56+00:00,We Played a 2v2 Against a Golf Coach & Student! Who Wins?! | GM GOLF,1944,189008,4795,376
2021-09-17 16:13:44+00:00,2 Man 18 Hole Stroke Play Tournament | Part 2 | Garrett VS Grant | GM GOLF,1651,150276,5059,231
2020-04-23 19:00:07+00:00,Best Ball | Can Micah And I Shoot 59?!? | Part 1 | GM GOLF,2068,555920,8654,841
2021-02-06 22:48:20+00:00,GM GOLF | The PUREST GOLF COURSE I've Ever Played | Epic 2v2 Match (Part 1),1148,139809,3841,271
2021-10-01 03:36:35+00:00,We Challenged 5 Time PGA Tour Winner & His Son To a Golf Match…,2140,784857,14968,861
2021-10-05 22:22:17+00:00,We Challenged Top Ranked JR Golfers To a Match…,1625,217129,6395,348
2021-06-18 00:24:46+00:00,We Challenged 2 Of My High School Teammates To a Golf Match... Who Wins?!,1891,251776,6436,522
2021-03-23 16:57:44+00:00,Pure MOUNTAIN Par 3 Course 9 Hole Stroke Play Match! | Garrett VS Micah,1198,158720,5466,435
2020-04-21 17:00:00+00:00,Epic 3 Wood Only Challenge | 2v2 Scramble | Team Twigs VS Team Fun Size | GM GOLF,1644,273570,7092,296
2021-01-19 20:25:22+00:00,GM GOLF VS Pro Golfer | REMATCH | Who Wins?!,981,102824,4625,235
2020-12-23 15:00:09+00:00,Bryson DeChambeau Teaches Me How To Swing Like Him,802,793354,16683,792
2022-01-19 16:05:32+00:00,We Played a 4 Man Scramble w/ Pro Golfer & D1 Golfer | How Low Can We Score?!,1097,165507,5012,221
2021-02-01 01:30:58+00:00,GM Golf | EPIC Night Golf Closest To Pin Knockout Challenge,949,190575,7396,245
2018-09-26 01:53:38+00:00,Golf Is Hard - 3rd College Tournament (Round 2) - GM GOLF,390,21092,321,64
2020-11-15 23:00:12+00:00,Biggest Clutch Moment Yet?!? | Sunday Match #45,1652,156923,8075,388
2021-08-11 23:11:35+00:00,The Best 2v2 Golf Match We’ve Ever Played,2135,344691,6673,553
2020-06-18 20:55:38+00:00,Micah Challenges Random Golfer To 9 Hole Match | GM GOLF,1736,681696,21004,956
2022-02-04 23:33:42+00:00,We Won The Dubai Desert Classic Pro Am | GM GOLF,2193,986527,22752,1347
2021-12-22 02:27:42+00:00,We Played The Oldest Golf Course In The World | NEW GOOD GOOD TRACKMAN!!!,905,215058,5629,352
2021-03-14 22:00:11+00:00,SHOT TRACERS ARE BACK!! | Sunday Match #3 | GM GOLF,1766,256401,15185,864
